cycle,branch,type,matchup,forecastdate,state,startdate,enddate,pollster,grade,samplesize,population,poll_wt,rawpoll_clinton,rawpoll_trump,rawpoll_johnson,rawpoll_mcmullin,adjpoll_clinton,adjpoll_trump,adjpoll_johnson,adjpoll_mcmullin,multiversions,url,poll_id,question_id,createddate,timestamp
2016,President,polls-plus,Clinton vs. Trump vs. Johnson,11/8/16,Alabama,10/20/2016,10/24/2016,Google Consumer Surveys,B,390.0,lv,0.039154699999999994,22.36,56.83,3.12,,27.66132,64.29030999999999,1.48594,,,https://datastudio.google.com/u/0/#/org//reporting/0B29GVb5ISrT0TGk1TW5tVF9Ed2M/page/GsS,47357,74394,10/27/16,09:35:33  8 Nov 2016
2016,President,polls-plus,Clinton vs. Trump vs. Johnson,11/8/16,Oregon,10/20/2016,10/24/2016,Google Consumer Surveys,B,403.0,lv,0.0391061,48.72,25.47,6.31,,54.05836,33.40712,4.67594,,,https://datastudio.google.com/u/0/#/org//reporting/0B29GVb5ISrT0TGk1TW5tVF9Ed2M/page/GsS,47393,74430,10/27/16,09:35:33  8 Nov 2016
2016,President,polls-plus,Clinton vs. Trump vs. Johnson,11/8/16,Louisiana,10/7/2016,10/27/2016,Ipsos,A-,411.0,lv,0.0390336,34.0,52.56,,,33.06927,53.94141,,,,reuters.com/statesofthenation/,47728,74711,10/29/16,09:35:33  8 Nov 2016
2016,President,polls-plus,Clinton vs. Trump vs. Johnson,11/8/16,Wyoming,10/25/2016,10/31/2016,SurveyMonkey,C-,251.0,lv,0.0388908,22.0,62.0,10.0,,20.7151,62.43554,7.0348820000000005,,,https://www.surveymonkey.com/elections/map?poll=sm-lv-cps,47933,74989,11/1/16,09:35:33  8 Nov 2016
2016,President,polls-plus,Clinton vs. Trump vs. Johnson,11/8/16,Montana,10/28/2016,11/3/2016,SurveyMonkey,C-,403.0,lv,0.0388719,34.0,53.0,9.0,,32.73491,52.78994,6.4120989999999995,,,https://www.surveymonkey.com/elections/map?poll=sm-lv-cps,48295,75662,11/4/16,09:35:33  8 Nov 2016
2016,President,polls-plus,Clinton vs. Trump vs. Johnson,11/8/16,New Hampshire,10/29/2016,11/4/2016,SurveyMonkey,C-,662.0,lv,0.0388074,48.0,38.0,9.0,,46.76273,37.674459999999996,6.513427,,,https://www.surveymonkey.com/elections/map?poll=sm-lv-cps,48443,75913,11/5/16,09:35:33  8 Nov 2016
2016,President,polls-plus,Clinton vs. Trump vs. Johnson,11/8/16,U.S.,10/8/2016,10/12/2016,Ipsos,A-,2415.0,lv,0.0387165,43.9,37.7,5.9,,44.37012,40.77932,4.345835,,,http://polling.reuters.com/#poll/TM651Y15_26/filters/LIKELY:1,46808,73245,10/14/16,09:35:33  8 Nov 2016
2016,President,polls-plus,Clinton vs. Trump vs. Johnson,11/8/16,Tennessee,10/20/2016,10/24/2016,Google Consumer Surveys,B,375.0,lv,0.038711699999999995,27.65,43.8,5.45,,32.970079999999996,51.50183,3.8159400000000003,,,https://datastudio.google.com/u/0/#/org//reporting/0B29GVb5ISrT0TGk1TW5tVF9Ed2M/page/GsS,47398,74435,10/27/16,09:35:33  8 Nov 2016
2016,President,polls-plus,Clinton vs. Trump vs. Johnson,11/8/16,Missouri,7/20/2016,7/24/2016,SurveyUSA,A,1943.0,lv,0.0385788,37.0,47.0,8.0,,39.80254,48.14585,5.299003,,,http://www.surveyusa.com/client/PollReport.aspx?g=84afcc98-70ab-4d07-8bfb-258e0d4760bc,44692,68289,7/27/16,09:35:33  8 Nov 2016
2016,President,polls-plus,Clinton vs. Trump vs. Johnson,11/8/16,Oklahoma,10/7/2016,10/27/2016,Ipsos,A-,371.0,lv,0.0385435,35.68,52.33,,,33.209959999999995,52.352340000000005,,,,reuters.com/statesofthenation/,47745,74728,10/29/16,09:35:33  8 Nov 2016
2016,President,polls-plus,Clinton vs. Trump vs. Johnson,11/8/16,U.S.,10/14/2016,10/19/2016,IBD/TIPP,A-,779.0,lv,0.038488999999999995,40.2,41.2,7.3,,42.19961,43.73762,4.731564,,,http://www.investors.com/politics/ibd-tipp-presidential-election-poll/,47092,73709,10/20/16,09:35:33  8 Nov 2016
2016,President,polls-plus,Clinton vs. Trump vs. Johnson,11/8/16,U.S.,10/19/2016,10/20/2016,Morning Consult,,1395.0,lv,0.0382002,42.0,36.0,9.0,,43.38881,39.84465,6.324493,,,http://www.politico.com/f/?id=00000157-e699-dd9d-ad7f-efdf0ec20001,47159,73796,10/21/16,09:35:33  8 Nov 2016
2016,President,polls-plus,Clinton vs. Trump vs. Johnson,11/8/16,Wyoming,10/26/2016,11/1/2016,SurveyMonkey,C-,221.0,lv,0.037901300000000006,21.0,62.0,8.0,,19.7246,62.2199,5.145224,,,https://www.surveymonkey.com/elections/map?poll=sm-lv-cps,48071,75200,11/2/16,09:35:33  8 Nov 2016
2016,President,polls-plus,Clinton vs. Trump vs. Johnson,11/8/16,U.S.,10/23/2016,10/29/2016,CVOTER International,C+,1317.0,lv,0.0378895,48.34,47.87,,,46.13219,44.87441,,,,http://www.upi.com/Top_News/US/2016/10/31/UPICVoter-poll-Hillary-Clintons-lead-over-Donald-Trump-shrinks-to-47/2441477919030/,47791,74811,10/31/16,09:35:33  8 Nov 2016
2016,President,polls-plus,Clinton vs. Trump vs. Johnson,11/8/16,District of Columbia,10/26/2016,11/1/2016,SurveyMonkey,C-,341.0,lv,0.0378736,88.0,4.0,2.0,,86.77218,4.372936,-0.8547764000000001,,,https://www.surveymonkey.com/elections/map?poll=sm-lv-cps,48028,75157,11/2/16,09:35:33  8 Nov 2016
2016,President,polls-plus,Clinton vs. Trump vs. Johnson,11/8/16,New Hampshire,8/7/2016,8/8/2016,Vox Populi Communications,B,820.0,rv,0.03762480000000001,41.0,31.0,11.0,,44.7553,39.623290000000004,6.572736999999999,,,http://www.wmur.com/blob/view/-/41140016/data/1/-/jxy7pq/-/Vox-Populi-Polling-memo.pdf,44819,68657,8/10/16,09:35:33  8 Nov 2016
2016,President,polls-plus,Clinton vs. Trump vs. Johnson,11/8/16,District of Columbia,10/27/2016,11/2/2016,SurveyMonkey,C-,303.0,lv,0.03755,87.0,5.0,2.0,,85.7788,5.1035379999999995,-0.7206852,,,https://www.surveymonkey.com/elections/map?poll=sm-lv-cps,48136,75405,11/3/16,09:35:33  8 Nov 2016
2016,President,polls-plus,Clinton vs. Trump vs. Johnson,11/8/16,U.S.,10/24/2016,10/26/2016,Rasmussen Reports/Pulse Opinion Research,C+,1500.0,lv,0.037547500000000004,45.0,44.0,4.0,,45.62489,45.85622,3.43891,,,http://www.rasmussenreports.com/public_content/politics/elections/election_2016/white_house_watch_oct27,47552,74390,10/27/16,09:35:33  8 Nov 2016
2016,President,polls-plus,Clinton vs. Trump vs. Johnson,11/8/16,U.S.,9/5/2016,9/8/2016,ABC News/Washington Post,A+,642.0,lv,0.037522900000000005,46.0,41.0,9.0,,46.73444,43.17135,5.729719,,,https://www.washingtonpost.com/politics/clinton-holds-lead-over-trump-in-new-poll-but-warning-signs-emerge/2016/09/10/800dee0c-76c8-11e6-b786-19d0cb1ed06c_story.html?postshare=531473592721373&tid=ss_tw,45693,71264,9/11/16,09:35:33  8 Nov 2016
2016,President,polls-plus,Clinton vs. Trump vs. Johnson,11/8/16,Arkansas,10/15/2016,10/19/2016,Google Consumer Surveys,B,238.0,lv,0.0372495,27.32,44.58,10.11,,32.72948,52.944759999999995,7.941139,,,https://datastudio.google.com/u/0/#/org//reporting/0B29GVb5ISrT0TGk1TW5tVF9Ed2M/page/GsS,47105,73738,10/21/16,09:35:33  8 Nov 2016
2016,President,polls-plus,Clinton vs. Trump vs. Johnson,11/8/16,Arizona,8/17/2016,8/31/2016,Arizona State University,C+,704.0,lv,0.037189,39.9,36.8,8.3,,42.3076,42.21799,4.4846699999999995,,,http://www.azcentral.com/story/news/politics/elections/2016/09/07/poll-arizona-toss-up-between-hillary-clinton-donald-trump/89919308/?hootPostID=a6dc2f8a466823e45aebf72da1f6c8dc,45407,71364,9/13/16,09:35:33  8 Nov 2016
2016,President,polls-plus,Clinton vs. Trump vs. Johnson,11/8/16,Delaware,10/26/2016,11/1/2016,SurveyMonkey,C-,413.0,lv,0.0365933,50.0,38.0,6.0,,48.70767,38.165459999999996,3.1452240000000002,,,https://www.surveymonkey.com/elections/map?poll=sm-lv-cps,48029,75158,11/2/16,09:35:33  8 Nov 2016
2016,President,polls-plus,Clinton vs. Trump vs. Johnson,11/8/16,Hawaii,10/27/2016,11/2/2016,SurveyMonkey,C-,424.0,lv,0.036311699999999995,52.0,31.0,9.0,,50.751740000000005,31.03858,6.279315,,,https://www.surveymonkey.com/elections/map?poll=sm-lv-cps,48140,75409,11/3/16,09:35:33  8 Nov 2016
2016,President,polls-plus,Clinton vs. Trump vs. Johnson,11/8/16,New Mexico,10/24/2016,10/24/2016,Zia Poll,,1899.0,lv,0.03627059999999999,45.0,40.0,9.0,,44.03213,39.669109999999996,9.889565,,,http://projects.fivethirtyeight.com/polls/20161027_NM.pdf,47612,74511,10/27/16,09:35:33  8 Nov 2016
2016,President,polls-plus,Clinton vs. Trump vs. Johnson,11/8/16,Maryland,10/20/2016,10/24/2016,Google Consumer Surveys,B,411.0,lv,0.036261400000000006,48.15,26.0,5.74,,53.46841,33.68032,4.10594,,,https://datastudio.google.com/u/0/#/org//reporting/0B29GVb5ISrT0TGk1TW5tVF9Ed2M/page/GsS,47376,74413,10/27/16,09:35:33  8 Nov 2016
2016,President,polls-plus,Clinton vs. Trump vs. Johnson,11/8/16,South Dakota,10/28/2016,11/3/2016,SurveyMonkey,C-,393.0,lv,0.0362461,31.0,52.0,15.0,,29.729159999999997,51.77998,12.4121,,,https://www.surveymonkey.com/elections/map?poll=sm-lv-cps,48310,75677,11/4/16,09:35:33  8 Nov 2016
2016,President,polls-plus,Clinton vs. Trump vs. Johnson,11/8/16,Florida,8/19/2016,8/22/2016,Florida Atlantic University,C+,1200.0,lv,0.0361565,41.0,43.0,8.0,,43.94205,46.32629,4.63888,,,https://politicalwire.com/2016/08/24/state-poll-roundup-wednesday-3/,44930,68948,8/24/16,09:35:33  8 Nov 2016
2016,President,polls-plus,Clinton vs. Trump vs. Johnson,11/8/16,U.S.,10/14/2016,10/18/2016,Ipsos,A-,1192.0,lv,0.036071,41.7,40.2,5.8,,41.85366,43.04315,4.670799,,,http://polling.reuters.com/#poll/TM651Y15_26/filters/LIKELY:1,47176,73850,10/21/16,09:35:33  8 Nov 2016
2016,President,polls-plus,Clinton vs. Trump vs. Johnson,11/8/16,U.S.,10/26/2016,10/30/2016,Rasmussen Reports/Pulse Opinion Research,C+,1500.0,lv,0.0359967,45.0,42.0,5.0,,45.66885,43.19125,4.760954,,,http://www.rasmussenreports.com/public_content/politics/elections/election_2016/white_house_watch_oct31,47787,74807,10/31/16,09:35:33  8 Nov 2016
2016,President,polls-plus,Clinton vs. Trump vs. Johnson,11/8/16,Rhode Island,10/27/2016,11/2/2016,SurveyMonkey,C-,391.0,lv,0.0359777,48.0,38.0,6.0,,46.77856,38.10293,3.279315,,,https://www.surveymonkey.com/elections/map?poll=sm-lv-cps,48168,75437,11/3/16,09:35:33  8 Nov 2016
2016,President,polls-plus,Clinton vs. Trump vs. Johnson,11/8/16,Delaware,10/25/2016,10/31/2016,SurveyMonkey,C-,458.0,lv,0.0359639,50.0,38.0,6.0,,48.69871,38.369,3.034882,,,https://www.surveymonkey.com/elections/map?poll=sm-lv-cps,47891,74947,11/1/16,09:35:33  8 Nov 2016
2016,President,polls-plus,Clinton vs. Trump vs. Johnson,11/8/16,U.S.,10/20/2016,10/24/2016,Google Consumer Surveys,B,21240.0,lv,0.03585580000000001,38.54,33.87,6.37,,43.86521,41.6378,4.73594,,,https://datastudio.google.com/u/0/#/org//reporting/0B29GVb5ISrT0TGk1TW5tVF9Ed2M/page/GsS,47407,74188,10/25/16,09:35:33  8 Nov 2016
2016,President,polls-plus,Clinton vs. Trump vs. Johnson,11/8/16,Nevada,10/20/2016,10/28/2016,SurveyMonkey,C-,1104.0,lv,0.0357351,43.0,44.0,11.0,,41.621809999999996,45.24725,7.611827000000001,,,https://www.surveymonkey.com/elections/map?poll=sm-lv-cps,47684,74660,10/28/16,09:35:33  8 Nov 2016
2016,President,polls-plus,Clinton vs. Trump vs. Johnson,11/8/16,South Dakota,10/15/2016,10/19/2016,Google Consumer Surveys,B,101.0,lv,0.035659199999999995,28.25,44.01,2.15,,33.68052,52.60686,-0.018860299999999997,,,https://datastudio.google.com/u/0/#/org//reporting/0B29GVb5ISrT0TGk1TW5tVF9Ed2M/page/GsS,47144,73777,10/21/16,09:35:33  8 Nov 2016
2016,President,polls-plus,Clinton vs. Trump vs. Johnson,11/8/16,U.S.,10/13/2016,10/18/2016,IBD/TIPP,A-,782.0,lv,0.035630199999999994,40.0,41.3,8.0,,42.025490000000005,43.94167,5.342280000000001,,,http://www.investors.com/politics/trump-leads-clinton-by-one-point-going-into-debate-in-ibdtipp-tracking-poll/,47073,73660,10/19/16,09:35:33  8 Nov 2016
2016,President,polls-plus,Clinton vs. Trump vs. Johnson,11/8/16,Alaska,10/28/2016,11/3/2016,SurveyMonkey,C-,334.0,lv,0.0355848,35.0,46.0,11.0,,33.73786,45.79506,8.412099000000001,,,https://www.surveymonkey.com/elections/map?poll=sm-lv-cps,48270,75637,11/4/16,09:35:33  8 Nov 2016
2016,President,polls-plus,Clinton vs. Trump vs. Johnson,11/8/16,Idaho,10/15/2016,10/19/2016,Google Consumer Surveys,B,182.0,lv,0.0354225,26.63,38.39,3.14,,32.05873,46.96707,0.9711396999999999,,,https://datastudio.google.com/u/0/#/org//reporting/0B29GVb5ISrT0TGk1TW5tVF9Ed2M/page/GsS,47116,73749,10/21/16,09:35:33  8 Nov 2016
2016,President,polls-plus,Clinton vs. Trump vs. Johnson,11/8/16,Wyoming,10/15/2016,10/19/2016,Google Consumer Surveys,B,76.0,lv,0.0353985,27.37,46.11,5.66,,32.79984,54.699259999999995,3.491139,,,https://datastudio.google.com/u/0/#/org//reporting/0B29GVb5ISrT0TGk1TW5tVF9Ed2M/page/GsS,47153,73786,10/21/16,09:35:33  8 Nov 2016
2016,President,polls-plus,Clinton vs. Trump vs. Johnson,11/8/16,Delaware,10/18/2016,10/26/2016,SurveyMonkey,C-,581.0,lv,0.035361000000000004,53.0,34.0,8.0,,51.60103,35.54502,4.342578,,,https://www.surveymonkey.com/elections/map?poll=sm-lv-cpsplus,47564,74454,10/27/16,09:35:33  8 Nov 2016
2016,President,polls-plus,Clinton vs. Trump vs. Johnson,11/8/16,North Dakota,10/18/2016,10/26/2016,SurveyMonkey,C-,372.0,lv,0.0351093,31.0,52.0,12.0,,29.62258,53.822480000000006,8.342578,,,https://www.surveymonkey.com/elections/map?poll=sm-lv-cpsplus,47590,74480,10/27/16,09:35:33  8 Nov 2016
2016,President,polls-plus,Clinton vs. Trump vs. Johnson,11/8/16,Wyoming,10/24/2016,10/30/2016,SurveyMonkey,C-,251.0,lv,0.035068,23.0,62.0,8.0,,21.71185,62.657090000000004,4.920829,,,https://www.surveymonkey.com/elections/map?poll=sm-lv-cps,47844,74867,10/31/16,09:35:33  8 Nov 2016
2016,President,polls-plus,Clinton vs. Trump vs. Johnson,11/8/16,Maryland,10/20/2016,10/28/2016,SurveyMonkey,C-,923.0,lv,0.0349031,62.0,27.0,7.0,,60.61391999999999,28.168029999999998,3.611826,,,https://www.surveymonkey.com/elections/map?poll=sm-lv-cps,47676,74652,10/28/16,09:35:33  8 Nov 2016
2016,President,polls-plus,Clinton vs. Trump vs. Johnson,11/8/16,New Mexico,10/8/2016,10/16/2016,SurveyMonkey,C-,889.0,lv,0.0347499,41.0,33.0,18.0,,39.90659,35.7118,13.409939999999999,,,http://apps.washingtonpost.com/g/page/politics/surveymonkey-15-state-poll/2103/,47024,73539,10/18/16,09:35:33  8 Nov 2016
2016,President,polls-plus,Clinton vs. Trump vs. Johnson,11/8/16,West Virginia,10/15/2016,10/19/2016,Google Consumer Surveys,B,111.0,lv,0.0346909,26.82,45.26,9.31,,32.24474,53.79311,7.141139999999999,,,https://datastudio.google.com/u/0/#/org//reporting/0B29GVb5ISrT0TGk1TW5tVF9Ed2M/page/GsS,47152,73785,10/21/16,09:35:33  8 Nov 2016
2016,President,polls-plus,Clinton vs. Trump vs. Johnson,11/8/16,West Virginia,10/28/2016,11/3/2016,SurveyMonkey,C-,386.0,lv,0.034686800000000004,27.0,57.0,7.0,,25.72296,56.76924,4.4120989999999995,,,https://www.surveymonkey.com/elections/map?poll=sm-lv-cps,48317,75684,11/4/16,09:35:33  8 Nov 2016
2016,President,polls-plus,Clinton vs. Trump vs. Johnson,11/8/16,Maine,10/29/2016,11/4/2016,SurveyMonkey,C-,635.0,lv,0.0346094,47.0,39.0,6.0,,45.751020000000004,38.6598,3.5134269999999996,,,https://www.surveymonkey.com/elections/map?poll=sm-lv-cps,48433,75903,11/5/16,09:35:33  8 Nov 2016
2016,President,polls-plus,Clinton vs. Trump vs. Johnson,11/8/16,U.S.,10/26/2016,11/1/2016,USC Dornsife/LA Times,,3004.0,lv,0.0344977,42.36,47.83,,,43.97671,45.01132,,,,http://latimes.com/politics/,48019,75147,11/2/16,09:35:33  8 Nov 2016
2016,President,polls-plus,Clinton vs. Trump vs. Johnson,11/8/16,U.S.,9/1/2016,9/7/2016,CVOTER International,C+,1226.0,lv,0.034453500000000005,46.65,47.73,,,45.492129999999996,45.4187,,,,http://www.upi.com/Top_News/US/2016/09/10/UPICVoter-Donald-Trump-maintains-1-point-lead-over-Hillary-Clinton/2971473530599/,45689,71260,9/10/16,09:35:33  8 Nov 2016
2016,President,polls-plus,Clinton vs. Trump vs. Johnson,11/8/16,New Hampshire,10/28/2016,11/3/2016,SurveyMonkey,C-,672.0,lv,0.0343925,47.0,37.0,11.0,,45.76903,36.849070000000005,8.412099000000001,,,https://www.surveymonkey.com/elections/map?poll=sm-lv-cps,48298,75665,11/4/16,09:35:33  8 Nov 2016
2016,President,polls-plus,Clinton vs. Trump vs. Johnson,11/8/16,North Dakota,10/27/2016,11/2/2016,SurveyMonkey,C-,260.0,lv,0.0343061,31.0,55.0,9.0,,29.748170000000002,55.03,6.279315,,,https://www.surveymonkey.com/elections/map?poll=sm-lv-cps,48163,75432,11/3/16,09:35:33  8 Nov 2016
2016,President,polls-plus,Clinton vs. Trump vs. Johnson,11/8/16,Georgia,9/14/2016,9/14/2016,Opinion Savvy/InsiderAdvantage,C-,568.0,lv,0.03427480000000001,42.0,46.3,10.1,,43.19048,48.41807,6.236680000000001,,,http://opinionsavvy.com/wp-content/uploads/2016/09/OS-GA-General-9.15.16.pdf,45811,71529,9/15/16,09:35:33  8 Nov 2016
2016,President,polls-plus,Clinton vs. Trump vs. Johnson,11/8/16,New Mexico,10/28/2016,11/3/2016,SurveyMonkey,C-,794.0,lv,0.0342228,41.0,36.0,17.0,,39.725609999999996,35.77382,14.4121,,,https://www.surveymonkey.com/elections/map?poll=sm-lv-cps,48300,75667,11/4/16,09:35:33  8 Nov 2016
2016,President,polls-plus,Clinton vs. Trump vs. Johnson,11/8/16,U.S.,10/29/2016,10/31/2016,The Times-Picayune/Lucid,,2600.0,lv,0.0342,42.0,40.0,5.0,,42.4334,42.96991,3.3668400000000003,,,https://luc.id/2016-presidential-tracker/,47995,75055,11/1/16,09:35:33  8 Nov 2016
2016,President,polls-plus,Clinton vs. Trump vs. Johnson,11/8/16,U.S.,10/7/2016,10/11/2016,Ipsos,A-,2398.0,lv,0.03402619999999999,44.8,36.9,5.8,,45.34602,39.97838,4.197021,,,http://polling.reuters.com/#poll/TM651Y15_26/filters/LIKELY:1,46809,73255,10/14/16,09:35:33  8 Nov 2016
2016,President,polls-plus,Clinton vs. Trump vs. Johnson,11/8/16,Vermont,10/27/2016,11/2/2016,SurveyMonkey,C-,424.0,lv,0.034023000000000005,55.0,24.0,9.0,,53.76073,24.06014,6.279315,,,https://www.surveymonkey.com/elections/map?poll=sm-lv-cps,48174,75443,11/3/16,09:35:33  8 Nov 2016
2016,President,polls-plus,Clinton vs. Trump vs. Johnson,11/8/16,Virginia,9/11/2016,9/20/2016,Roanoke College,C+,841.0,lv,0.0340146,44.0,37.0,8.0,,45.419059999999995,41.82293,4.553642,,,http://www.roanoke.edu/about/news/rc_poll_politics_sept2016,45936,71808,9/22/16,09:35:33  8 Nov 2016
2016,President,polls-plus,Clinton vs. Trump vs. Johnson,11/8/16,Massachusetts,10/20/2016,10/24/2016,Google Consumer Surveys,B,410.0,lv,0.0340098,50.28,24.09,5.97,,55.6419,32.33024,4.33594,,,https://datastudio.google.com/u/0/#/org//reporting/0B29GVb5ISrT0TGk1TW5tVF9Ed2M/page/GsS,47375,74412,10/27/16,09:35:33  8 Nov 2016
2016,President,polls-plus,Clinton vs. Trump vs. Johnson,11/8/16,New Hampshire,10/8/2016,10/16/2016,SurveyMonkey,C-,569.0,lv,0.0338248,47.0,36.0,10.0,,45.97596,39.20821,5.409944,,,http://apps.washingtonpost.com/g/page/politics/surveymonkey-15-state-poll/2103/,47023,73538,10/18/16,09:35:33  8 Nov 2016
2016,President,polls-plus,Clinton vs. Trump vs. Johnson,11/8/16,Virginia,8/11/2016,8/14/2016,ABC News/Washington Post,A+,707.0,lv,0.0337667,46.0,39.0,9.0,,45.97437,42.360640000000004,5.7206269999999995,,,http://apps.washingtonpost.com/g/page/politics/washington-post-virginia-poll-aug-11-14-2016/2076/,44860,68760,8/16/16,09:35:33  8 Nov 2016
2016,President,polls-plus,Clinton vs. Trump vs. Johnson,11/8/16,Mississippi,10/28/2016,11/3/2016,SurveyMonkey,C-,673.0,lv,0.0337135,40.0,49.0,5.0,,38.6687,48.67521,2.412099,,,https://www.surveymonkey.com/elections/map?poll=sm-lv-cps,48293,75660,11/4/16,09:35:33  8 Nov 2016
2016,President,polls-plus,Clinton vs. Trump vs. Johnson,11/8/16,U.S.,8/18/2016,8/24/2016,Quinnipiac University,A-,1498.0,lv,0.0336419,45.0,38.0,10.0,,47.89716,41.04983,6.091756,,,https://www.qu.edu/images/polling/us/us08252016_U88mxwn.pdf,44989,69024,8/25/16,09:35:33  8 Nov 2016
2016,President,polls-plus,Clinton vs. Trump vs. Johnson,11/8/16,Rhode Island,10/26/2016,11/1/2016,SurveyMonkey,C-,408.0,lv,0.0334892,49.0,36.0,8.0,,47.77193,36.37214,5.145224,,,https://www.surveymonkey.com/elections/map?poll=sm-lv-cps,48060,75189,11/2/16,09:35:33  8 Nov 2016
2016,President,polls-plus,Clinton vs. Trump vs. Johnson,11/8/16,Maine,10/20/2016,10/28/2016,SurveyMonkey,C-,412.0,lv,0.0333056,51.0,36.0,7.0,,49.65033,37.533390000000004,3.611826,,,https://www.surveymonkey.com/elections/map?poll=sm-lv-cps,47675,74651,10/28/16,09:35:33  8 Nov 2016
2016,President,polls-plus,Clinton vs. Trump vs. Johnson,11/8/16,U.S.,10/22/2016,10/28/2016,CVOTER International,C+,1324.0,lv,0.033286800000000005,49.25,47.11,,,46.95495,44.28853,,,,http://www.upi.com/Top_News/US/2016/10/31/UPICVoter-poll-Hillary-Clintons-lead-over-Donald-Trump-shrinks-to-47/2441477919030/,47790,74810,10/31/16,09:35:33  8 Nov 2016
2016,President,polls-plus,Clinton vs. Trump vs. Johnson,11/8/16,District of Columbia,10/25/2016,10/31/2016,SurveyMonkey,C-,332.0,lv,0.0330225,88.0,4.0,3.0,,86.76118000000001,4.622555999999999,0.0348816,,,https://www.surveymonkey.com/elections/map?poll=sm-lv-cps,47890,74946,11/1/16,09:35:33  8 Nov 2016
2016,President,polls-plus,Clinton vs. Trump vs. Johnson,11/8/16,Arkansas,10/29/2016,11/4/2016,SurveyMonkey,C-,781.0,lv,0.0329251,34.0,55.0,6.0,,32.70143,54.59774,3.5134269999999996,,,https://www.surveymonkey.com/elections/map?poll=sm-lv-cps,48417,75887,11/5/16,09:35:33  8 Nov 2016
2016,President,polls-plus,Clinton vs. Trump vs. Johnson,11/8/16,Colorado,10/20/2016,10/24/2016,Google Consumer Surveys,B,611.0,lv,0.0328598,40.48,26.21,6.6,,45.816,34.11679,4.96594,,,https://datastudio.google.com/u/0/#/org//reporting/0B29GVb5ISrT0TGk1TW5tVF9Ed2M/page/GsS,47361,74398,10/27/16,09:35:33  8 Nov 2016
2016,President,polls-plus,Clinton vs. Trump vs. Johnson,11/8/16,U.S.,10/13/2016,10/17/2016,Ipsos,A-,1187.0,lv,0.032800499999999996,42.5,37.6,6.0,,42.69617,40.511140000000005,4.789091,,,http://polling.reuters.com/#poll/TM651Y15_26/filters/LIKELY:1,47049,73617,10/18/16,09:35:33  8 Nov 2016
2016,President,polls-plus,Clinton vs. Trump vs. Johnson,11/8/16,South Carolina,10/20/2016,10/28/2016,SurveyMonkey,C-,2115.0,lv,0.0327259,43.0,46.0,6.0,,41.59939,47.02217,2.6118259999999998,,,https://www.surveymonkey.com/elections/map?poll=sm-lv-cps,47696,74672,10/28/16,09:35:33  8 Nov 2016
2016,President,polls-plus,Clinton vs. Trump vs. Johnson,11/8/16,Hawaii,10/26/2016,11/1/2016,SurveyMonkey,C-,428.0,lv,0.0326295,51.0,30.0,8.0,,49.74562,30.287509999999997,5.145224,,,https://www.surveymonkey.com/elections/map?poll=sm-lv-cps,48032,75161,11/2/16,09:35:33  8 Nov 2016
2016,President,polls-plus,Clinton vs. Trump vs. Johnson,11/8/16,Montana,10/27/2016,11/2/2016,SurveyMonkey,C-,376.0,lv,0.0324015,34.0,51.0,12.0,,32.73685,51.00284,9.279314999999999,,,https://www.surveymonkey.com/elections/map?poll=sm-lv-cps,48155,75424,11/3/16,09:35:33  8 Nov 2016
2016,President,polls-plus,Clinton vs. Trump vs. Johnson,11/8/16,Arkansas,10/20/2016,10/28/2016,SurveyMonkey,C-,524.0,lv,0.032387,36.0,52.0,6.0,,34.61594,53.18832,2.6118259999999998,,,https://www.surveymonkey.com/elections/map?poll=sm-lv-cps,47659,74635,10/28/16,09:35:33  8 Nov 2016
2016,President,polls-plus,Clinton vs. Trump vs. Johnson,11/8/16,Idaho,10/28/2016,11/3/2016,SurveyMonkey,C-,498.0,lv,0.0323597,30.0,49.0,6.0,,28.727240000000002,48.77665,3.412099,,,https://www.surveymonkey.com/elections/map?poll=sm-lv-cps,48281,75648,11/4/16,09:35:33  8 Nov 2016
2016,President,polls-plus,Clinton vs. Trump vs. Johnson,11/8/16,Nevada,10/15/2016,10/19/2016,Google Consumer Surveys,B,259.0,lv,0.032068599999999996,36.7,35.81,5.29,,42.11752,44.263459999999995,3.12114,,,https://datastudio.google.com/u/0/#/org//reporting/0B29GVb5ISrT0TGk1TW5tVF9Ed2M/page/GsS,47136,73769,10/21/16,09:35:33  8 Nov 2016
2016,President,polls-plus,Clinton vs. Trump vs. Johnson,11/8/16,Nevada,8/15/2016,8/17/2016,Suffolk University,B+,500.0,rv,0.031999099999999996,43.8,41.6,4.8,,47.15742,48.325070000000004,1.651443,,,http://www.ktnv.com/news/ralston/poll-presidential-senate-races-in-nevada-are-dead-heats,44888,68829,8/18/16,09:35:33  8 Nov 2016
2016,President,polls-plus,Clinton vs. Trump vs. Johnson,11/8/16,Pennsylvania,8/30/2016,9/2/2016,YouGov,B,1091.0,lv,0.0319145,45.0,37.0,6.0,,48.2398,40.48473,3.144214,,,https://www.scribd.com/document/322977191/CBS-News-Battleground-Tracker-Pennsylvania-September-4#from_embed,45321,69702,9/4/16,09:35:33  8 Nov 2016
